super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,train_graph_forwards_cumulative,validation_graph_forwards_cumulative,mean_train_loss,mean_val_loss,mean_val_macro_f1,best_mean_val_macro_f1,cycle_seconds,train_loss_v1,val_loss_v1,val_macro_f1_v1,val_accuracy_v1,train_loss_v2,val_loss_v2,val_macro_f1_v2,val_accuracy_v2,train_loss_v3,val_loss_v3,val_macro_f1_v3,val_accuracy_v3,train_loss_v4,val_loss_v4,val_macro_f1_v4,val_accuracy_v4
20,"v2,v1,v3,v4",80,80,80,80,0.011225371155887842,9.5910804271698,0.5885127994518182,0.6093878395748203,0.15550850494764745,0.006176808848977089,13.52788257598877,0.595852280744878,0.5956937799043063,0.024083372205495834,7.140707969665527,0.5880761790407578,0.5861244019138756,0.007219531107693911,8.04390811920166,0.5897990884543837,0.5885167464114832,0.007421772461384535,9.651823043823242,0.5803236495672536,0.5789473684210527
21,"v3,v4,v1,v2",84,84,84,84,0.010535263339988887,10.4529367685318,0.5851941837845053,0.6093878395748203,0.15878172195516527,0.005784063600003719,15.022480010986328,0.5936381786515595,0.5933014354066986,0.02294674888253212,7.631622791290283,0.5856643356643357,0.583732057416268,0.007016491610556841,8.648439407348633,0.5805828583371966,0.5789473684210527,0.006393749266862869,10.509204864501953,0.5808913624849293,0.5789473684210527
22,"v3,v4,v1,v2",88,88,88,88,0.009328437794465572,11.400375366210938,0.5820427959606249,0.6093878395748203,0.15734496084041893,0.0026990908663719893,16.698362350463867,0.5864865380260981,0.5861244019138756,0.024128805845975876,8.153552055358887,0.5855338138510859,0.583732057416268,0.005269861314445734,9.301844596862793,0.5753655353905455,0.5741626794258373,0.0052159931510686874,11.447742462158203,0.5807852965747703,0.5789473684210527
23,"v3,v4,v2,v1",92,92,92,92,0.008358976803719997,12.439752578735352,0.5822502895494416,0.6093878395748203,0.15647079120390117,0.0016181576065719128,18.597524642944336,0.577557435160119,0.5765550239234449,0.023993423208594322,8.681110382080078,0.5855338138510859,0.583732057416268,0.003915500361472368,9.998908042907715,0.5827783714219618,0.5813397129186603,0.003908826038241386,12.481467247009277,0.5831315377645993,0.5813397129186603
24,"v4,v2,v1,v3",96,96,96,96,0.007920975564047694,13.289968490600586,0.5848948556856624,0.6093878395748203,0.1569809289649129,0.001554290298372507,20.21172332763672,0.5936381786515595,0.5933014354066986,0.0231550931930542,9.095558166503906,0.5857650582124438,0.583732057416268,0.003462913678959012,10.57094955444336,0.577839682848436,0.5765550239234449,0.0035116050858050585,13.28164291381836,0.58233650303021,0.5813397129186603
25,"v4,v1,v2,v3",100,100,100,100,0.007201154789072461,14.240631580352783,0.5877301862302282,0.6093878395748203,0.15768065094016492,0.0009541521430946887,22.18273162841797,0.5957564203178238,0.5956937799043063,0.02300718054175377,9.472270011901855,0.5882296626987343,0.5861244019138756,0.002640473423525691,11.177231788635254,0.5848714236061046,0.583732057416268,0.002202813047915697,14.130292892456055,0.5820632382982502,0.5813397129186603
26,"v4,v1,v2,v3",104,104,104,104,0.006991137779550627,15.406545639038086,0.5835912145091302,0.6093878395748203,0.15515485987998545,0.000935253337956965,24.54398536682129,0.5906930827905615,0.5909090909090909,0.023250095546245575,9.970802307128906,0.583440170940171,0.5813397129186603,0.0018944945186376572,11.86301040649414,0.580130633592995,0.5789473684210527,0.0018847077153623104,15.248384475708008,0.5801009707127931,0.5789473684210527
27,"v2,v1,v3,v4",108,108,108,108,0.006578523185453378,16.507171154022217,0.5851412825083021,0.6093878395748203,0.15630348399281502,0.00026516226353123784,26.911848068237305,0.5857540607540607,0.5861244019138756,0.023659979924559593,10.39755916595459,0.5902395861525209,0.5885167464114832,0.001539671211503446,12.460406303405762,0.5823527577135662,0.5813397129186603,0.0008492793422192335,16.25887107849121,0.5822187254130605,0.5813397129186603
28,"v4,v1,v3,v2",112,112,112,112,0.007076724810758606,17.699363470077515,0.5837044014558348,0.6093878395748203,0.16317364806309342,0.0005780513165518641,29.38599967956543,0.5817626425400276,0.5813397129186603,0.02539222128689289,10.926742553710938,0.5880073631166676,0.5861244019138756,0.0014491620240733027,13.130722999572754,0.5824892319620388,0.5813397129186603,0.0008874646155163646,17.353988647460938,0.582558368204605,0.5813397129186603
29,"v2,v1,v4,v3",116,116,116,116,0.007073652610415593,17.74770474433899,0.5757979337103075,0.6093878395748203,0.16006974899210036,0.0013156483182683587,29.374013900756836,0.5877012384914528,0.5861244019138756,0.023130223155021667,10.933464050292969,0.5699526720054726,0.5669856459330144,0.0029609857592731714,13.289092063903809,0.5717338498908465,0.569377990430622,0.0008877532090991735,17.394248962402344,0.5738039744534581,0.5717703349282297
30,"v3,v4,v2,v1",120,120,120,120,0.010426706838188693,17.973660469055176,0.5868361835742913,0.6093878395748203,0.15924839582294226,0.015177350491285324,29.323488235473633,0.5847401863037726,0.5861244019138756,0.02413433976471424,11.456947326660156,0.5828997111653428,0.5813397129186603,0.0013630562461912632,13.41665267944336,0.584599612463624,0.583732057416268,0.0010320808505639434,17.697553634643555,0.595105224364426,0.5956937799043063
31,"v2,v4,v3,v1",124,124,124,124,0.02992268418893218,14.836025953292847,0.5841856644146274,0.6093878395748203,0.1565356571227312,0.04687802493572235,22.56584930419922,0.5929633749433526,0.5909090909090909,0.02280281111598015,10.410659790039062,0.5720387744879033,0.569377990430622,0.03050590679049492,11.448785781860352,0.5878580779933332,0.5861244019138756,0.019503993913531303,14.918808937072754,0.5838824302339205,0.5813397129186603
32,"v2,v3,v4,v1",128,128,128,128,0.010687653382774442,11.393712043762207,0.5803529061036281,0.6093878395748203,0.1566630380693823,0.005479516461491585,16.129446029663086,0.5870801766903601,0.5885167464114832,0.02257264405488968,8.542999267578125,0.5770811368284444,0.5765550239234449,0.003337674541398883,9.398231506347656,0.5827119117441698,0.5813397129186603,0.011360778473317623,11.504171371459961,0.5745383991515378,0.5741626794258373
33,"v2,v1,v4,v3",132,132,132,132,0.011975147644989192,11.00574254989624,0.5748302252191166,0.6093878395748203,0.15683184703812003,0.00463382713496685,15.083175659179688,0.5787413429689853,0.5765550239234449,0.03474823012948036,8.480316162109375,0.5705959752485713,0.5669856459330144,0.00439213402569294,9.358930587768555,0.5774525355368648,0.5741626794258373,0.004126399289816618,11.100547790527344,0.5725310471220452,0.569377990430622
34,"v1,v4,v2,v3",136,136,136,136,0.012214896094519645,10.41708517074585,0.5763585328817541,0.6093878395748203,0.15627481206320226,0.003803942119702697,14.150632858276367,0.5802539570224048,0.5789473684210527,0.03390836343169212,8.069775581359863,0.574547540509491,0.5717703349282297,0.005686700809746981,8.936654090881348,0.5718537721755022,0.569377990430622,0.005460578016936779,10.51127815246582,0.5787788618196186,0.5765550239234449
35,"v2,v3,v1,v4",140,140,140,140,0.008999247860629112,10.008650660514832,0.584441697455174,0.6093878395748203,0.16012615314684808,0.005153630394488573,13.50429916381836,0.5865319589077006,0.5861244019138756,0.023362424224615097,7.783687114715576,0.5807301605928609,0.5789473684210527,0.0038247322663664818,8.654362678527832,0.583212045810471,0.5813397129186603,0.003656204557046294,10.092253684997559,0.5872926245096638,0.5861244019138756
36,"v1,v4,v2,v3",144,144,144,144,0.008149370201863348,9.998613595962524,0.5818110261992984,0.6093878395748203,0.15573953883722425,0.0025134470779448748,13.40096664428711,0.5857187257187256,0.583732057416268,0.023155488073825836,7.8263397216796875,0.5791784549436213,0.5765550239234449,0.004598889034241438,8.69516658782959,0.5787469447982246,0.5765550239234449,0.002329656621441245,10.071981430053711,0.5835999793366218,0.5813397129186603
37,"v3,v1,v4,v2",148,148,148,148,0.007775419158861041,10.147576928138733,0.587699644039886,0.6093878395748203,0.15648707607761025,0.0012367514427751303,13.55268669128418,0.5909451702035174,0.5885167464114832,0.024051586166024208,7.96604585647583,0.5891513083048919,0.5861244019138756,0.003743586828932166,8.846320152282715,0.5911582681073049,0.5885167464114832,0.00206975219771266,10.225255012512207,0.5795438295438295,0.5765550239234449
38,"v3,v2,v4,v1",152,152,152,152,0.006787164573324844,10.226730585098267,0.5835455914960153,0.6093878395748203,0.15662661893293262,0.000493189669214189,13.644608497619629,0.5875698107323339,0.5861244019138756,0.023014049977064133,8.03257942199707,0.5864397928246551,0.583732057416268,0.0024776861537247896,8.920103073120117,0.5812227269552972,0.5789473684210527,0.0011637324932962656,10.30963134765625,0.5789500354717746,0.5765550239234449
39,"v4,v1,v2,v3",156,156,156,156,0.006876737257698551,10.332883596420288,0.5853841142059726,0.6093878395748203,0.1550896840635687,0.0004046158865094185,13.791448593139648,0.5900475526459779,0.5885167464114832,0.02366151288151741,8.109749794006348,0.5890773356526782,0.5861244019138756,0.0020840694196522236,9.007515907287598,0.5835579569911652,0.5813397129186603,0.001356750843115151,10.422820091247559,0.5788536115340693,0.5765550239234449
40,"v3,v2,v4,v1",160,160,160,160,0.00668197005870752,10.508520126342773,0.5880699438569587,0.6093878395748203,0.15516279498115182,0.0002996840048581362,14.048215866088867,0.5905307484537642,0.5885167464114832,0.02341158501803875,8.235211372375488,0.5914266211604097,0.5885167464114832,0.002095501171424985,9.149092674255371,0.5862142437386819,0.583732057416268,0.0009211100405082107,10.601560592651367,0.5841081620749787,0.5813397129186603
41,"v4,v2,v3,v1",164,164,164,164,0.006339449515508022,10.656772375106812,0.588304028211303,0.6093878395748203,0.1563060770276934,0.00020440728985704482,14.27489185333252,0.5909980430528375,0.5885167464114832,0.022966133430600166,8.335413932800293,0.5914266211604097,0.5885167464114832,0.001517601776868105,9.263096809387207,0.5864663776073864,0.583732057416268,0.0006696555647067726,10.753686904907227,0.5843250710245784,0.5813397129186603
42,"v4,v1,v3,v2",168,168,168,168,0.006277410957409302,10.782293796539307,0.5890585142982117,0.6093878395748203,0.16033126693218946,0.00021237968758214265,14.473772048950195,0.5961320926838168,0.5933014354066986,0.022777771577239037,8.414855003356934,0.5917687933064975,0.5885167464114832,0.0015997743466868997,9.354802131652832,0.5840081001779539,0.5813397129186603,0.0005197182181291282,10.885746002197266,0.5843250710245784,0.5813397129186603
43,"v3,v1,v4,v2",172,172,172,172,0.0063106663546932396,10.859354257583618,0.5919309664595164,0.6093878395748203,0.1571305471006781,0.0002006340801017359,14.604641914367676,0.598474026657408,0.5956937799043063,0.02311064675450325,8.459092140197754,0.5965005402157505,0.5933014354066986,0.0015365062281489372,9.400464057922363,0.5862142437386819,0.583732057416268,0.000394878356019035,10.97321891784668,0.5865350552262253,0.583732057416268
44,"v1,v3,v2,v4",176,176,176,176,0.0058876889597740956,10.975610256195068,0.591992611263413,0.6093878395748203,0.1553118359297514,0.00012608544784598053,14.793072700500488,0.598474026657408,0.5956937799043063,0.021757032722234726,8.534369468688965,0.5943000003981003,0.5909090909090909,0.0012139733880758286,9.479747772216797,0.5886613627719184,0.5861244019138756,0.00045366428093984723,11.095251083374023,0.5865350552262253,0.583732057416268
45,"v1,v2,v4,v3",180,180,180,180,0.005900436492083827,11.099833488464355,0.5914691981476692,0.6093878395748203,0.16067636385560036,8.767102553974837e-05,14.987692832946777,0.598474026657408,0.5956937799043063,0.02211625874042511,8.618684768676758,0.589679971243442,0.5861244019138756,0.0010557573987171054,9.570544242858887,0.5911877394636016,0.5885167464114832,0.0003420588036533445,11.222412109375,0.5865350552262253,0.583732057416268
